settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
12197263943	28.11.2025 15:18:47 UTC	12.12.2025 15:18:47 UTC	14.12.2025 15:18:47 UTC	29516.53	AUD																		
12197263943						Order	503-8585843-2165463	503-8585843-2165463		D5gmYqzkq	Amazon.com.au	ItemPrice	Principal	138.32	AFN	03.12.2025	03.12.2025 00:21:54 UTC	13732868100605			VA1655-3	1	
12197263943						Order	503-8585843-2165463	503-8585843-2165463		D5gmYqzkq	Amazon.com.au	ItemPrice	Tax	13.83	AFN	03.12.2025	03.12.2025 00:21:54 UTC	13732868100605			VA1655-3	1	
12197263943						Order	503-8585843-2165463	503-8585843-2165463		D5gmYqzkq	Amazon.com.au	ItemFees	FBAPerUnitFulfillmentFee	-11.77	AFN	03.12.2025	03.12.2025 00:21:54 UTC	13732868100605			VA1655-3	1	
12197263943						Order	503-8585843-2165463	503-8585843-2165463		D5gmYqzkq	Amazon.com.au	ItemFees	Commission	-12.13	AFN	03.12.2025	03.12.2025 00:21:54 UTC	13732868100605			VA1655-3	1	
12197263943						Order	503-1664730-0669406	503-1664730-0669406		DZz71yPcq	Amazon.com.au	ItemPrice	Principal	277.41	AFN	30.11.2025	30.11.2025 15:09:50 UTC	13695747367205			VX3276-2K-MHD-2-stickerless	1	
12197263943						Order	503-1664730-0669406	503-1664730-0669406		DZz71yPcq	Amazon.com.au	ItemPrice	Tax	27.74	AFN	30.11.2025	30.11.2025 15:09:50 UTC	13695747367205			VX3276-2K-MHD-2-stickerless	1	
12197263943						Order	503-1664730-0669406	503-1664730-0669406		DZz71yPcq	Amazon.com.au	ItemFees	FBAPerUnitFulfillmentFee	-17.45	AFN	30.11.2025	30.11.2025 15:09:50 UTC	13695747367205			VX3276-2K-MHD-2-stickerless	1	
12197263943						Order	503-1664730-0669406	503-1664730-0669406		DZz71yPcq	Amazon.com.au	ItemFees	Commission	-21.31	AFN	30.11.2025	30.11.2025 15:09:50 UTC	13695747367205			VX3276-2K-MHD-2-stickerless	1	
12197263943						Order	249-4947191-0811053	249-4947191-0811053		DjMVnT07q	Amazon.com.au	ItemPrice	Principal	135.45	AFN	04.12.2025	04.12.2025 15:30:49 UTC	13716018648205			VA2732-H-W	1	
12197263943						Order	249-4947191-0811053	249-4947191-0811053		DjMVnT07q	Amazon.com.au	ItemPrice	Tax	13.55	AFN	04.12.2025	04.12.2025 15:30:49 UTC	13716018648205			VA2732-H-W	1	
12197263943						Order	249-4947191-0811053	249-4947191-0811053		DjMVnT07q	Amazon.com.au	ItemFees	FBAPerUnitFulfillmentFee	-17.45	AFN	04.12.2025	04.12.2025 15:30:49 UTC	13716018648205			VA2732-H-W	1	
12197263943						Order	249-4947191-0811053	249-4947191-0811053		DjMVnT07q	Amazon.com.au	ItemFees	Commission	-11.92	AFN	04.12.2025	04.12.2025 15:30:49 UTC	13716018648205			VA2732-H-W	1	
12197263943						Order	249-7686891-4403836	249-7686891-4403836		Dpv1gV5w5	Amazon.com.au	ItemPrice	Principal	413.14	AFN	04.12.2025	04.12.2025 19:57:38 UTC	13683142982725			XG275D1-4K-AU	1	
12197263943						Order	249-7686891-4403836	249-7686891-4403836		Dpv1gV5w5	Amazon.com.au	ItemPrice	Tax	41.31	AFN	04.12.2025	04.12.2025 19:57:38 UTC	13683142982725			XG275D1-4K-AU	1	
12197263943						Order	249-7686891-4403836	249-7686891-4403836		Dpv1gV5w5	Amazon.com.au	ItemFees	FBAPerUnitFulfillmentFee	-18.06	AFN	04.12.2025	04.12.2025 19:57:38 UTC	13683142982725			XG275D1-4K-AU	1	
12197263943						Order	249-7686891-4403836	249-7686891-4403836		Dpv1gV5w5	Amazon.com.au	ItemFees	Commission	-30.27	AFN	04.12.2025	04.12.2025 19:57:38 UTC	13683142982725			XG275D1-4K-AU	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemPrice	Principal	1271.82	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemPrice	Tax	127.18	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemPrice	Shipping	4.09	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemPrice	ShippingTax	0.41	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemFees	FBAPerUnitFulfillmentFee	-17.45	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemFees	Commission	-86.94	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-2079037-9560604	250-2079037-9560604		D2xk0slLq	Amazon.com.au	ItemFees	ShippingChargeback	-4.50	AFN	04.12.2025	04.12.2025 21:25:59 UTC	13716101112365			VP2788-5K	1	
12197263943						Order	250-7584435-4374232	250-7584435-4374232		DKXxZNG6q	Amazon.com.au	ItemPrice	Principal	261.82	AFN	03.12.2025	03.12.2025 06:10:07 UTC	13690873878325			VX3218C-2K-stickerless	1	
12197263943						Order	250-7584435-4374232	250-7584435-4374232		DKXxZNG6q	Amazon.com.au	ItemPrice	Tax	26.18	AFN	03.12.2025	03.12.2025 06:10:07 UTC	13690873878325			VX3218C-2K-stickerless	1	
12197263943						Order	250-7584435-4374232	250-7584435-4374232		DKXxZNG6q	Amazon.com.au	ItemPrice	Shipping	1.45	AFN	03.12.2025	03.12.2025 06:10:07 UTC	13690873878325			VX3218C-2K-stickerless	1	
12197263943						Order	250-7584435-4374232	250-7584435-4374232		DKXxZNG6q	Amazon.com.au	ItemPrice	ShippingTax	0.14	AFN	03.12.2025	03.12.2025 06:10:07 UTC	13690873878325			VX3218C-2K-stickerless	1	
